STATION,DATE,LATITUDE,LONGITUDE,AIR_TEMP,SST_MM
Bolivia,1879-10-06T08:00:00,42.13,-62.7,57,0
Bolivia,1879-10-06T10:00:00,42.31,-62.21,55.9,0
Bolivia,1879-10-06T12:00:00,42.49,-61.72,53.1,0
Bolivia,1879-10-06T14:00:00,42.67,-61.23,52,0
Bolivia,1879-10-06T16:00:00,42.83,-60.77,52,0
Bolivia,1879-10-06T18:00:00,43.02,-60.26,57,0
Bolivia,1879-10-06T20:00:00,43.18,-59.8,52,0
Bolivia,1879-10-06T22:00:00,43.35,-59.33,48.9,0
Bolivia,1879-11-04T05:00:00,40.04,-70.24,48.9,0
Bolivia,1879-11-09T07:00:00,40.37,-70.99,54,0
Bolivia,1879-11-09T09:00:00,40.42,-70.43,52,0
Bolivia,1879-11-02T06:00:00,42.4,-60.87,45,0
Bolivia,1879-11-02T08:00:00,42.4,-60.87,46.9,0
Bolivia,1879-11-02T10:00:00,42.4,-60.87,46.9,0
Bolivia,1879-11-02T12:00:00,42.4,-60.87,46.9,0
Bolivia,1879-11-02T14:00:00,42.4,-60.87,46,0
Bolivia,1879-11-02T16:00:00,42.4,-60.87,46.9,0
Bolivia,1879-11-02T18:00:00,42.31,-61.37,46,0
Bolivia,1879-11-02T20:00:00,42.21,-61.89,44.1,0
Bolivia,1879-11-02T22:00:00,42.1,-62.43,42.1,0
Bolivia,1879-11-03T00:00:00,41.99,-63.01,43,0
Bolivia,1879-11-03T02:00:00,41.88,-63.59,42.1,0
Bolivia,1879-11-03T04:00:00,41.73,-64.15,44.1,0
Bolivia,1879-11-03T07:00:00,41.6,-64.79,45,0
Bolivia,1879-11-03T09:00:00,41.49,-65.39,43,0
Bolivia,1879-11-03T11:00:00,41.39,-66,46,0
Bolivia,1879-11-03T13:00:00,41.28,-66.6,42.1,0
Bolivia,1879-11-03T15:00:00,41.1,-67.14,44.1,0
Bolivia,1879-11-03T17:00:00,40.92,-67.67,48,0
Bolivia,1879-11-03T19:00:00,40.74,-68.19,48,0
Bolivia,1879-11-03T21:00:00,40.56,-68.71,46.9,0
Bolivia,1879-11-03T23:00:00,40.38,-69.23,48,0
Bolivia,1879-11-04T01:00:00,40.26,-69.6,48,0
Bolivia,1879-11-04T03:00:00,40.15,-69.92,46.9,0
Bolivia,1879-11-09T11:00:00,40.55,-69.91,52,0
Bolivia,1879-11-09T13:00:00,40.68,-69.37,54,0
Bolivia,1879-11-09T15:00:00,40.81,-68.85,54,0
Bolivia,1879-11-09T17:00:00,40.9,-68.33,53.1,0
Bolivia,1879-11-09T19:00:00,40.99,-67.82,55.9,0
Bolivia,1879-11-09T21:00:00,41.07,-67.3,55.9,0
Bolivia,1879-11-09T23:00:00,41.16,-66.78,52,0
Bolivia,1879-11-10T01:00:00,41.25,-66.27,52,0
Bolivia,1879-11-10T03:00:00,41.33,-65.75,52,0
Bolivia,1879-11-10T05:00:00,41.42,-65.23,52,0
Bolivia,1879-11-10T06:00:00,41.5,-64.7,52,0
Bolivia,1879-11-10T08:00:00,41.63,-64.19,52,0
Bolivia,1879-11-10T10:00:00,41.76,-63.68,52,0
Bolivia,1879-11-10T12:00:00,41.89,-63.17,54,0
Bolivia,1879-11-10T14:00:00,42.02,-62.66,55,0
Bolivia,1879-11-10T16:00:00,42.15,-62.15,53.1,0
Bolivia,1879-11-10T18:00:00,42.28,-61.62,55,0
Bolivia,1879-11-10T20:00:00,42.42,-61.09,55,0
Bolivia,1879-11-10T22:00:00,42.55,-60.56,53.1,0
Bolivia,1879-11-11T00:00:00,42.69,-60.02,51.1,0
Bolivia,1879-11-11T02:00:00,42.82,-59.49,50,0
Bolivia,1879-12-06T21:00:00,40.57,-70.22,54,0
Bolivia,1879-12-06T23:00:00,40.48,-70.8,52,0
Bolivia,1879-12-07T01:00:00,40.39,-71.36,51.1,0
Bolivia,1879-12-07T03:00:00,40.34,-71.93,50,0
Bolivia,1879-12-07T05:00:00,40.3,-72.5,50,0
Bolivia,1879-12-05T10:00:00,42.8,-60.44,41,0
Bolivia,1879-12-05T12:00:00,42.66,-61.01,41,0
Bolivia,1879-12-05T14:00:00,42.51,-61.58,39.9,0
Bolivia,1879-12-05T16:00:00,42.37,-62.15,41,0
Bolivia,1879-12-05T18:00:00,42.23,-62.7,44.1,0
Bolivia,1879-12-05T20:00:00,42.08,-63.26,45,0
Bolivia,1879-12-05T22:00:00,41.9,-63.79,46,0
Bolivia,1879-12-06T00:00:00,41.72,-64.34,44.1,0
Bolivia,1879-12-06T02:00:00,41.53,-64.89,42.1,0
Bolivia,1879-12-06T04:00:00,41.34,-65.44,41,0
Bolivia,1879-12-06T07:00:00,41.4,-66.34,48.9,0
Bolivia,1879-12-06T09:00:00,41.27,-66.88,48,0
Bolivia,1879-12-06T11:00:00,41.14,-67.43,50,0
Bolivia,1879-12-06T13:00:00,41.01,-67.97,50,0
Bolivia,1879-12-06T15:00:00,40.88,-68.52,50,0
Bolivia,1879-12-06T17:00:00,40.75,-69.07,51.1,0
Bolivia,1879-12-06T19:00:00,40.66,-69.64,54,0
Bolivia,1879-12-05T06:00:00,43.09,-59.33,43,0
Bolivia,1879-12-05T08:00:00,42.95,-59.88,39.9,0
Bolivia,1880-01-21T11:00:00,40.38,-72.66,,
Bolivia,1880-01-21T13:00:00,40.39,-72.41,,
Bolivia,1880-01-21T15:00:00,40.4,-72.15,,
Bolivia,1880-01-21T17:00:00,40.42,-71.88,,
Bolivia,1880-01-21T19:00:00,40.44,-71.35,,
Bolivia,1880-01-21T21:00:00,40.47,-70.8,,
Bolivia,1880-01-21T23:00:00,40.53,-70.27,,
Bolivia,1880-01-22T01:00:00,40.6,-69.74,,
Bolivia,1880-01-22T03:00:00,40.66,-69.21,,
Bolivia,1880-01-22T05:00:00,40.73,-68.69,,
Bolivia,1880-01-22T06:00:00,40.77,-68.01,,
Bolivia,1880-01-22T08:00:00,40.92,-67.5,,
Bolivia,1880-01-22T10:00:00,41.07,-66.99,,
Bolivia,1880-01-22T12:00:00,41.21,-66.5,,
Bolivia,1880-01-22T14:00:00,41.36,-66,,
Bolivia,1880-01-22T16:00:00,41.5,-65.5,,
Bolivia,1880-01-22T18:00:00,41.6,-65.01,,
Bolivia,1880-01-22T20:00:00,41.71,-64.51,,
Bolivia,1880-01-22T22:00:00,41.81,-64.02,,
Bolivia,1880-01-23T00:00:00,41.91,-63.52,,
Bolivia,1880-01-23T02:00:00,42.02,-63.02,,
Bolivia,1880-01-23T04:00:00,42.12,-62.51,,
Bolivia,1880-01-23T06:00:00,42.48,-62.28,,
Bolivia,1880-01-23T08:00:00,42.61,-61.76,,
Bolivia,1880-01-23T10:00:00,42.72,-61.23,,
Bolivia,1880-01-23T12:00:00,42.83,-60.71,42.1,
Bolivia,1880-01-23T14:00:00,42.94,-60.19,44.1,
Bolivia,1880-01-23T16:00:00,43.05,-59.67,45,
Bolivia,1880-01-23T18:00:00,43.15,-59.18,46.9,
Bolivia,1880-02-18T04:00:00,40.51,-70.35,44.1,
Bolivia,1880-02-22T07:00:00,40.7,-71.11,,
Bolivia,1880-02-22T09:00:00,40.74,-70.59,,
Bolivia,1880-02-22T11:00:00,40.77,-70.06,,
Bolivia,1880-02-16T12:00:00,41.8,-60.33,,
Bolivia,1880-02-16T14:00:00,41.71,-60.83,,
Bolivia,1880-02-16T16:00:00,41.63,-61.27,,
Bolivia,1880-02-16T18:00:00,41.56,-61.68,,
Bolivia,1880-02-16T20:00:00,41.49,-62.07,,
Bolivia,1880-02-16T22:00:00,41.42,-62.48,,
Bolivia,1880-02-17T00:00:00,41.34,-62.92,,
Bolivia,1880-02-17T02:00:00,41.27,-63.34,,
Bolivia,1880-02-17T04:00:00,41.19,-63.77,,
Bolivia,1880-02-17T06:00:00,41.07,-64.82,,
Bolivia,1880-02-17T08:00:00,41.06,-65.3,,
Bolivia,1880-02-17T10:00:00,41.04,-65.79,,
Bolivia,1880-02-17T12:00:00,41.03,-66.25,,
Bolivia,1880-02-17T14:00:00,41.02,-66.74,41,
Bolivia,1880-02-17T16:00:00,41,-67.23,50,
Bolivia,1880-02-17T18:00:00,40.93,-67.73,39.9,
Bolivia,1880-02-17T20:00:00,40.85,-68.25,39.9,
Bolivia,1880-02-17T22:00:00,40.78,-68.77,43,
Bolivia,1880-02-18T00:00:00,40.7,-69.29,43,
Bolivia,1880-02-18T02:00:00,40.61,-69.81,43,
Bolivia,1880-02-22T13:00:00,40.8,-69.55,,
Bolivia,1880-02-22T15:00:00,40.82,-69.04,,
Bolivia,1880-02-22T17:00:00,40.85,-68.53,,
Bolivia,1880-02-22T19:00:00,40.86,-68.04,,
Bolivia,1880-02-22T21:00:00,40.86,-67.56,,
Bolivia,1880-02-22T23:00:00,40.87,-67.06,,
Bolivia,1880-02-23T01:00:00,40.88,-66.58,,
Bolivia,1880-02-23T03:00:00,40.89,-66.09,,
Bolivia,1880-02-23T05:00:00,40.89,-65.61,,
Bolivia,1880-02-23T06:00:00,40.99,-64.87,,
Bolivia,1880-02-23T08:00:00,41.03,-64.39,,
Bolivia,1880-02-23T10:00:00,41.08,-63.91,,
Bolivia,1880-02-23T12:00:00,41.12,-63.4,,
Bolivia,1880-02-23T14:00:00,41.16,-62.89,,
Bolivia,1880-02-23T16:00:00,41.2,-62.4,,
Bolivia,1880-02-23T18:00:00,41.24,-61.92,,
Bolivia,1880-02-23T20:00:00,41.28,-61.43,,
Bolivia,1880-02-23T22:00:00,41.32,-60.99,,
Bolivia,1880-02-24T00:00:00,41.35,-60.55,,
Bolivia,1880-02-24T02:00:00,41.39,-60.11,,
Bolivia,1880-02-16T08:00:00,41.97,-59.38,57,
Bolivia,1880-02-16T10:00:00,41.88,-59.86,50,
Bolivia,1880-02-24T04:00:00,41.43,-59.65,,
Bolivia,1880-02-24T06:00:00,41.61,-59.29,,
Bolivia,1880-03-21T08:00:00,42.55,-60.02,,
Bolivia,1880-03-21T10:00:00,42.57,-60.57,,
Bolivia,1880-03-21T12:00:00,42.76,-61.02,,
Bolivia,1880-03-21T14:00:00,42.96,-61.49,,
Bolivia,1880-03-21T16:00:00,43.17,-61.97,34,
Bolivia,1880-03-21T18:00:00,43.48,-62.29,,
Bolivia,1880-03-21T20:00:00,43.8,-62.62,,
Bolivia,1880-03-21T22:00:00,44.12,-62.95,,
Bolivia,1880-03-22T00:00:00,44.43,-63.28,,
Bolivia,1880-03-23T06:00:00,43.06,-65,34,
Bolivia,1880-03-23T08:00:00,42.77,-65.34,35.1,
Bolivia,1880-03-23T10:00:00,42.48,-65.69,,
Bolivia,1880-03-23T12:00:00,42.21,-66.08,35.1,
Bolivia,1880-03-23T14:00:00,41.94,-66.47,39,
Bolivia,1880-03-23T16:00:00,41.67,-66.87,39.9,
Bolivia,1880-03-23T18:00:00,41.48,-67.29,,
Bolivia,1880-03-23T20:00:00,41.28,-67.7,41,
Bolivia,1880-03-23T22:00:00,41.15,-68.19,,
Bolivia,1880-03-24T00:00:00,40.91,-68.61,,
Bolivia,1880-03-24T02:00:00,40.56,-68.89,,
Bolivia,1880-03-24T04:00:00,40.21,-69.16,,
Bolivia,1880-03-29T06:00:00,40.25,-69.37,,
Bolivia,1880-03-29T08:00:00,40.26,-68.84,,
Bolivia,1880-03-29T10:00:00,40.31,-68.32,,
Bolivia,1880-03-29T12:00:00,40.37,-67.82,,
Bolivia,1880-03-29T14:00:00,40.42,-67.34,,
Bolivia,1880-03-29T16:00:00,40.47,-66.85,,
Bolivia,1880-03-29T18:00:00,40.52,-66.37,,
Bolivia,1880-03-29T20:00:00,40.57,-65.89,,
Bolivia,1880-03-29T22:00:00,40.61,-65.44,,
Bolivia,1880-03-30T00:00:00,40.66,-65,,
Bolivia,1880-03-30T02:00:00,40.7,-64.57,,
Bolivia,1880-03-30T04:00:00,40.75,-64.14,,
Bolivia,1880-03-30T06:00:00,40.42,-62.65,,
Bolivia,1880-03-30T08:00:00,40.49,-62.22,,
Bolivia,1880-03-30T10:00:00,40.56,-61.79,,
Bolivia,1880-03-30T12:00:00,40.63,-61.43,,
Bolivia,1880-03-30T14:00:00,40.68,-61.13,39,
Bolivia,1880-03-30T16:00:00,40.73,-60.78,,
Bolivia,1880-03-30T18:00:00,40.79,-60.46,,
Bolivia,1880-03-30T20:00:00,40.82,-60.11,,
Bolivia,1880-03-31T06:00:00,41.37,-61.32,,
Bolivia,1880-03-31T08:00:00,41.43,-60.88,,
Bolivia,1880-03-31T10:00:00,41.48,-60.44,55.9,
Bolivia,1880-03-21T04:00:00,43.14,-59.46,,
Bolivia,1880-03-21T06:00:00,42.47,-59.57,,
Bolivia,1880-03-30T22:00:00,40.85,-59.81,,
Bolivia,1880-03-31T00:00:00,40.88,-59.46,,
Bolivia,1880-03-31T02:00:00,40.91,-59.11,48.9,
Bolivia,1880-03-31T12:00:00,41.54,-59.96,,
Bolivia,1880-03-31T14:00:00,41.6,-59.45,55,
Bolivia,1880-04-26T04:00:00,40.5,-70.5,42.1,
Bolivia,1880-04-24T16:00:00,41.9,-60.33,,
Bolivia,1880-04-24T18:00:00,41.8,-60.86,,
Bolivia,1880-04-24T20:00:00,41.7,-61.41,,
Bolivia,1880-04-24T22:00:00,41.59,-61.96,,
Bolivia,1880-04-25T00:00:00,41.49,-62.52,,
Bolivia,1880-04-25T02:00:00,41.38,-63.09,,
Bolivia,1880-04-25T04:00:00,41.28,-63.65,,
Bolivia,1880-04-25T06:00:00,40.98,-64.5,,
Bolivia,1880-04-25T08:00:00,40.93,-65.07,,
Bolivia,1880-04-25T10:00:00,40.87,-65.64,,
Bolivia,1880-04-25T12:00:00,40.81,-66.2,,
Bolivia,1880-04-25T14:00:00,40.76,-66.76,37.9,
Bolivia,1880-04-25T16:00:00,40.7,-67.3,42.1,
Bolivia,1880-04-25T18:00:00,40.69,-67.85,42.1,
Bolivia,1880-04-25T20:00:00,40.67,-68.34,42.1,
Bolivia,1880-04-25T22:00:00,40.66,-68.91,42.1,
Bolivia,1880-04-26T00:00:00,40.61,-69.41,42.1,
Bolivia,1880-04-26T02:00:00,40.55,-69.95,42.1,
Bolivia,1880-04-24T12:00:00,41.94,-59.24,,
Bolivia,1880-04-24T14:00:00,41.92,-59.79,,
Bolivia,1880-05-02T07:00:00,40.42,-70.46,,
Bolivia,1880-05-02T09:00:00,40.43,-69.93,,
Bolivia,1880-05-02T11:00:00,40.44,-69.39,44.1,
Bolivia,1880-05-02T13:00:00,40.45,-68.84,46.9,
Bolivia,1880-05-02T15:00:00,40.46,-68.29,46,
Bolivia,1880-05-02T17:00:00,40.47,-67.77,48,
Bolivia,1880-05-02T19:00:00,40.48,-67.23,48,
Bolivia,1880-05-02T21:00:00,40.49,-66.71,48,
Bolivia,1880-05-02T23:00:00,40.5,-66.18,48,
Bolivia,1880-05-03T01:00:00,40.51,-65.66,48,
Bolivia,1880-05-03T03:00:00,40.51,-65.13,48,
Bolivia,1880-05-03T05:00:00,40.52,-64.6,52,
Bolivia,1880-05-03T06:00:00,40.75,-63.95,54,
Bolivia,1880-05-03T08:00:00,40.8,-63.42,57.9,
Bolivia,1880-05-03T10:00:00,40.85,-62.87,,
Bolivia,1880-05-03T12:00:00,40.9,-62.32,,
Bolivia,1880-05-03T14:00:00,40.95,-61.78,64,
Bolivia,1880-05-03T16:00:00,41,-61.25,,
Bolivia,1880-05-03T18:00:00,41.05,-60.72,,
Bolivia,1880-05-03T20:00:00,41.1,-60.2,,
Bolivia,1880-05-03T22:00:00,41.14,-59.67,55.9,
Bolivia,1880-05-04T00:00:00,41.19,-59.16,55.9,
Bolivia,1880-08-22T06:00:00,40.33,-69.37,68,
Bolivia,1880-08-22T08:00:00,40.47,-68.84,71.1,
Bolivia,1880-08-22T10:00:00,40.61,-68.32,70,
Bolivia,1880-08-22T12:00:00,40.74,-67.82,71.1,
Bolivia,1880-08-22T14:00:00,40.88,-67.32,70,
Bolivia,1880-08-22T16:00:00,41.02,-66.8,69.1,
Bolivia,1880-08-22T18:00:00,41.15,-66.3,71.1,
Bolivia,1880-08-22T20:00:00,41.28,-65.81,71.1,
Bolivia,1880-08-22T22:00:00,41.42,-65.31,70,
Bolivia,1880-08-23T00:00:00,41.55,-64.81,72,
Bolivia,1880-08-23T02:00:00,41.68,-64.32,72,
Bolivia,1880-08-23T04:00:00,41.82,-63.81,73,
Bolivia,1880-08-23T06:00:00,42.05,-63.44,72,
Bolivia,1880-08-23T08:00:00,42.23,-62.93,71.1,
Bolivia,1880-08-23T10:00:00,42.41,-62.44,71.1,
Bolivia,1880-08-23T12:00:00,42.59,-61.94,70,
Bolivia,1880-08-23T14:00:00,42.77,-61.45,71.1,
Bolivia,1880-08-23T16:00:00,42.95,-60.95,73,
Bolivia,1880-08-23T18:00:00,43.06,-60.41,73,
Bolivia,1880-08-23T20:00:00,43.16,-59.89,73,
Bolivia,1880-08-23T22:00:00,43.26,-59.36,73,
Bolivia,1880-09-19T21:00:00,40.91,-70.2,66.9,
Bolivia,1880-09-19T23:00:00,40.86,-70.75,66,
Bolivia,1880-09-20T01:00:00,40.82,-71.32,66,
Bolivia,1880-09-20T03:00:00,40.77,-71.89,64.9,
Bolivia,1880-09-20T05:00:00,40.73,-72.4,66.9,
Bolivia,1880-09-26T07:00:00,40.15,-70.17,66.9,
Bolivia,1880-09-18T08:00:00,42.06,-60.3,66,
Bolivia,1880-09-18T10:00:00,41.97,-60.83,69.1,
Bolivia,1880-09-18T12:00:00,41.89,-61.35,71.1,
Bolivia,1880-09-18T14:00:00,41.8,-61.87,73,
Bolivia,1880-09-18T16:00:00,41.72,-62.38,75,
Bolivia,1880-09-18T18:00:00,41.63,-62.91,73,
Bolivia,1880-09-18T20:00:00,41.54,-63.43,71.1,
Bolivia,1880-09-18T22:00:00,41.46,-63.95,68,
Bolivia,1880-09-19T00:00:00,41.37,-64.48,66.9,
Bolivia,1880-09-19T02:00:00,41.28,-65,64.9,
Bolivia,1880-09-19T04:00:00,41.2,-65.52,63,
Bolivia,1880-09-19T07:00:00,41.23,-66.46,62.1,
Bolivia,1880-09-19T09:00:00,41.18,-67,62.1,
Bolivia,1880-09-19T11:00:00,41.14,-67.54,62.1,
Bolivia,1880-09-19T13:00:00,41.09,-68.07,62.1,
Bolivia,1880-09-19T15:00:00,41.05,-68.6,60.1,
Bolivia,1880-09-19T17:00:00,41,-69.15,64.9,
Bolivia,1880-09-19T19:00:00,40.96,-69.68,66.9,
Bolivia,1880-09-26T09:00:00,40.27,-69.69,66,
Bolivia,1880-09-26T11:00:00,40.39,-69.23,66,
Bolivia,1880-09-26T13:00:00,40.52,-68.73,66,
Bolivia,1880-09-26T15:00:00,40.64,-68.24,64.9,
Bolivia,1880-09-26T17:00:00,40.77,-67.75,64,
Bolivia,1880-09-26T19:00:00,40.89,-67.28,66,
Bolivia,1880-09-26T21:00:00,41.01,-66.8,66,
Bolivia,1880-09-26T23:00:00,41.14,-66.3,64.9,
Bolivia,1880-09-27T01:00:00,41.26,-65.8,68,
Bolivia,1880-09-27T03:00:00,41.39,-65.31,70,
Bolivia,1880-09-27T05:00:00,41.51,-64.83,66.9,
Bolivia,1880-09-27T06:00:00,41.67,-64.1,68,
Bolivia,1880-09-27T08:00:00,41.84,-63.63,69.1,
Bolivia,1880-09-27T10:00:00,42,-63.15,71.1,
Bolivia,1880-09-27T12:00:00,42.17,-62.67,75.9,
Bolivia,1880-09-27T14:00:00,42.33,-62.22,73,
Bolivia,1880-09-27T16:00:00,42.48,-61.77,72,
Bolivia,1880-09-27T18:00:00,42.61,-61.27,70,
Bolivia,1880-09-27T20:00:00,42.74,-60.77,68,
Bolivia,1880-09-27T22:00:00,42.87,-60.27,66.9,
Bolivia,1880-09-18T04:00:00,42.46,-59.39,70,
Bolivia,1880-09-18T06:00:00,42.15,-59.78,66.9,
Bolivia,1880-09-28T00:00:00,43.01,-59.74,66.9,
Bolivia,1880-09-28T02:00:00,43.15,-59.21,66.9,
Bolivia,1880-10-24T07:00:00,40.38,-70.12,55,
Bolivia,1880-10-24T09:00:00,40.42,-70.51,52,
Bolivia,1880-10-24T11:00:00,40.45,-70.86,52,
Bolivia,1880-10-24T13:00:00,40.49,-71.24,50,
Bolivia,1880-10-24T15:00:00,40.52,-71.53,48,
Bolivia,1880-10-24T17:00:00,40.55,-71.83,50,
Bolivia,1880-10-24T19:00:00,40.62,-72.22,50,
Bolivia,1880-10-24T21:00:00,40.69,-72.64,48.9,
Bolivia,1880-10-24T23:00:00,40.69,-72.64,46,
Bolivia,1880-10-25T01:00:00,40.69,-72.64,45,
Bolivia,1880-10-25T03:00:00,40.69,-72.64,45,
Bolivia,1880-10-25T05:00:00,40.69,-72.64,,
Bolivia,1880-10-31T07:00:00,40.24,-71.42,63,
Bolivia,1880-10-31T09:00:00,40.24,-70.98,63,
Bolivia,1880-10-31T11:00:00,40.24,-70.52,63,
Bolivia,1880-10-31T13:00:00,40.25,-70.04,63,
Bolivia,1880-10-22T14:00:00,42.29,-60.08,59,
Bolivia,1880-10-22T16:00:00,42.18,-60.65,61,
Bolivia,1880-10-22T18:00:00,42.03,-61.21,61,
Bolivia,1880-10-22T20:00:00,41.88,-61.77,61,
Bolivia,1880-10-22T22:00:00,41.73,-62.34,63,
Bolivia,1880-10-23T00:00:00,41.58,-62.91,69.1,
Bolivia,1880-10-23T02:00:00,41.43,-63.47,70,
Bolivia,1880-10-23T04:00:00,41.23,-64.01,70,
Bolivia,1880-10-23T06:00:00,41.65,-64.51,72,
Bolivia,1880-10-23T08:00:00,41.48,-64.99,71.1,
Bolivia,1880-10-23T10:00:00,41.23,-65.44,68,
Bolivia,1880-10-23T12:00:00,41,-65.86,68,
Bolivia,1880-10-23T14:00:00,40.83,-66.33,70,
Bolivia,1880-10-23T16:00:00,40.68,-66.75,69.1,
Bolivia,1880-10-23T18:00:00,40.63,-67.26,68,
Bolivia,1880-10-23T20:00:00,40.57,-67.81,66,
Bolivia,1880-10-23T22:00:00,40.52,-68.26,66,
Bolivia,1880-10-24T00:00:00,40.51,-68.76,62.1,
Bolivia,1880-10-24T02:00:00,40.49,-69.27,59,
Bolivia,1880-10-24T04:00:00,40.47,-69.76,57,
Bolivia,1880-10-31T15:00:00,40.35,-69.58,64,
Bolivia,1880-10-31T17:00:00,40.47,-69.1,64,
Bolivia,1880-10-31T19:00:00,40.58,-68.63,64,
Bolivia,1880-10-31T21:00:00,40.69,-68.15,64,
Bolivia,1880-10-31T23:00:00,40.8,-67.67,63,
Bolivia,1880-10-22T12:00:00,42.4,-59.52,57,
Bolivia,1880-11-01T01:00:00,40.92,-67.19,62.1,
Bolivia,1880-11-01T03:00:00,41.03,-66.7,60.1,
Bolivia,1880-11-01T05:00:00,41.15,-66.21,60.1,
Bolivia,1880-11-01T06:00:00,41.01,-65.62,57.9,
Bolivia,1880-11-01T08:00:00,41.17,-65.1,57.9,
Bolivia,1880-11-01T10:00:00,41.34,-64.59,57.9,
Bolivia,1880-11-01T12:00:00,41.5,-64.09,57,
Bolivia,1880-11-01T14:00:00,41.65,-63.6,57.9,
Bolivia,1880-11-01T16:00:00,41.8,-63.15,57,
Bolivia,1880-11-01T18:00:00,41.96,-62.66,55.9,
Bolivia,1880-11-01T20:00:00,42.12,-62.16,53.1,
Bolivia,1880-11-01T22:00:00,42.27,-61.69,52,
Bolivia,1880-11-02T00:00:00,42.42,-61.22,52,
Bolivia,1880-11-02T02:00:00,42.59,-60.71,53.1,
Bolivia,1880-11-02T04:00:00,42.75,-60.21,55,
Bolivia,1880-11-02T06:00:00,42.61,-59.71,52,
Bolivia,1880-11-02T08:00:00,42.76,-59.24,51.1,
Bolivia,1880-12-05T06:00:00,40.28,-68.71,44.1,
Bolivia,1880-12-05T08:00:00,40.37,-68.23,43,
Bolivia,1880-12-05T10:00:00,40.46,-67.75,45,
Bolivia,1880-12-05T12:00:00,40.55,-67.28,45,
Bolivia,1880-12-05T14:00:00,40.64,-66.81,46,
Bolivia,1880-12-05T16:00:00,40.73,-66.33,46,
Bolivia,1880-12-05T18:00:00,40.82,-65.88,48,
Bolivia,1880-12-05T20:00:00,40.91,-65.39,48.9,
Bolivia,1880-12-05T22:00:00,41.01,-64.9,52,
Bolivia,1880-12-06T00:00:00,41.1,-64.42,55,
Bolivia,1880-12-06T02:00:00,41.19,-63.94,55,
Bolivia,1880-12-06T04:00:00,41.28,-63.47,54,
Bolivia,1880-12-06T06:00:00,41.5,-64.17,53.1,
Bolivia,1880-12-06T08:00:00,41.62,-63.71,53.1,
Bolivia,1880-12-06T10:00:00,41.73,-63.26,55.9,
Bolivia,1880-12-06T12:00:00,41.85,-62.81,57,
Bolivia,1880-12-06T14:00:00,41.98,-62.32,55,
Bolivia,1880-12-06T16:00:00,42.1,-61.83,55.9,
Bolivia,1880-12-06T18:00:00,42.19,-61.32,54,
Bolivia,1880-12-06T20:00:00,42.28,-60.81,52,
Bolivia,1880-12-06T22:00:00,42.37,-60.31,52,
Bolivia,1880-12-07T00:00:00,42.46,-59.8,48.9,
Bolivia,1880-12-07T02:00:00,42.55,-59.29,46,
1320224,1879-12-21T13:00:00,34.85,-71.15,71.6,
1000110,1878-08-03T00:00:00,39.2,-62.25,77,
1635,1861-12-25T14:00:00,16.5,-96.5,75,
1635,1861-12-25T18:00:00,16.5,-96.5,,
4467,1879-05-24T00:00:00,16.5,-61.5,80.1,
4467,1879-05-24T16:00:00,16.5,-61.5,84.9,0
4467,1879-05-24T20:00:00,16.5,-61.5,82,
4467,1879-05-25T00:00:00,18.5,-61.5,81,
4467,1879-05-25T04:00:00,16.5,-61.5,81,
4467,1879-05-25T08:00:00,17.5,-61.5,80.1,
4467,1879-05-25T12:00:00,17.5,-62.5,82,
4467,1879-05-25T16:00:00,17.5,-62.5,84,0
4467,1879-05-25T20:00:00,18.5,-62.5,84,
4467,1879-05-26T04:00:00,19.5,-61.5,80.1,
4467,1879-05-26T08:00:00,19.5,-61.5,79,
4467,1879-05-26T00:00:00,21.5,-61.5,80.1,
4467,1879-05-26T12:00:00,20.5,-61.5,80.1,
4467,1879-05-26T16:00:00,20.5,-61.5,82,0
4467,1879-05-26T20:00:00,20.5,-61.5,82,
4467,1879-05-27T00:00:00,23.5,-61.5,80.1,
4467,1879-05-27T04:00:00,21.5,-61.5,80.1,
4467,1879-05-27T08:00:00,21.5,-61.5,79,
4467,1879-05-27T12:00:00,22.5,-61.5,80.1,
4467,1879-05-27T16:00:00,22.5,-61.5,82,0
4467,1879-05-27T20:00:00,22.5,-61.5,81,
4467,1879-05-28T00:00:00,25.5,-63.5,78.1,
4467,1879-05-28T04:00:00,23.5,-61.5,77,
4467,1879-05-28T08:00:00,24.5,-62.5,75.9,
4467,1879-05-28T12:00:00,24.5,-62.5,77,
4467,1879-05-28T16:00:00,24.5,-62.5,80.1,0
4467,1879-05-28T20:00:00,24.5,-63.5,78.1,
4467,1879-05-29T00:00:00,26.5,-64.5,75.9,
4467,1879-05-29T04:00:00,25.5,-63.5,75,
4467,1879-05-29T08:00:00,25.5,-63.5,73.9,
4467,1879-05-29T12:00:00,25.5,-63.5,75.9,
4467,1879-05-29T16:00:00,25.5,-63.5,79,0
4467,1879-05-29T20:00:00,26.5,-64.5,78.1,
4467,1879-05-30T00:00:00,26.5,-65.5,77,
4467,1879-05-30T04:00:00,26.5,-64.5,73.9,
4467,1879-05-30T08:00:00,26.5,-64.5,73,
4467,1879-05-30T12:00:00,26.5,-65.5,75.9,
4467,1879-05-30T16:00:00,26.5,-65.5,78.1,0
4467,1879-05-30T20:00:00,26.5,-65.5,77,
4467,1879-05-31T00:00:00,27.5,-65.5,75,
4467,1879-05-31T04:00:00,27.5,-65.5,73.9,
4467,1879-05-31T08:00:00,27.5,-65.5,73,
4467,1879-05-31T12:00:00,27.5,-65.5,75,
