STATION,DATE,LATITUDE,LONGITUDE,AIR_TEMP,SEA_SURF_TEMP
QVOS,1880-03-19T13:00:00,30.64,-72.38,,73.4
Gordon,1880-03-19T13:00:00,26.06,-78.79,77,79
SOLON,1880-03-19T13:00:00,26.39,-71.02,74.3,
Belgenlan,1880-03-19T14:00:00,41.58,-63.89,35.1,41
Indiana,1880-03-19T15:00:00,38.96,-74.74,,
Gordon,1880-03-19T15:00:00,26.02,-78.95,77,79
Belgenlan,1880-03-19T16:00:00,41.5,-64.45,35.1,42.1
Indiana,1880-03-19T17:00:00,38.82,-74.52,42.1,44.1
HILTON,1880-03-19T17:00:00,31.1,-79.53,75.2,75.6
QVOS,1880-03-19T17:00:00,31.08,-72.68,,
Gordon,1880-03-19T17:00:00,26,-79.12,79,79
SOLON,1880-03-19T17:00:00,26.5,-71.25,76.1,
Belgenlan,1880-03-19T18:00:00,41.34,-64.98,46,39.9
Indiana,1880-03-19T19:00:00,38.78,-74.05,44.1,46
Gordon,1880-03-19T19:00:00,26,-79.12,79,81
Belgenlan,1880-03-19T20:00:00,41.18,-65.51,48,39.9
Indiana,1880-03-19T21:00:00,38.74,-73.54,45,46
HILTON,1880-03-19T21:00:00,31.28,-79.55,83.7,76.1
QVOS,1880-03-19T21:00:00,31.34,-72.7,,
Gordon,1880-03-19T21:00:00,26,-79.12,79,81
SOLON,1880-03-19T21:00:00,26.78,-71.6,75.2,77.9
Belgenlan,1880-03-19T22:00:00,41.02,-66.02,48,39.9
Indiana,1880-03-19T23:00:00,38.71,-73.11,43,48.9
Gordon,1880-03-19T23:00:00,26,-79.12,79,81
Belgenlan,1880-03-20T00:00:00,40.87,-66.54,41,39.9
Indiana,1880-03-20T01:00:00,38.68,-72.77,44.1,48.9
HILTON,1880-03-20T01:00:00,31.46,-79.58,71.2,74.3
QVOS,1880-03-20T01:00:00,31.6,-72.73,,71.6
Gordon,1880-03-20T01:00:00,26,-79.12,78.1,81
SOLON,1880-03-20T01:00:00,27.07,-71.94,75.2,
Belgenlan,1880-03-20T02:00:00,40.71,-67.05,43,42.1
Indiana,1880-03-20T03:00:00,38.66,-72.43,44.1,55.9
Gordon,1880-03-20T03:00:00,26,-79.12,,
Belgenlan,1880-03-20T04:00:00,40.56,-67.57,43,43
Indiana,1880-03-20T05:00:00,38.63,-72.09,44.1,53.1
HILTON,1880-03-20T05:00:00,31.64,-79.6,67.8,68.9
QVOS,1880-03-20T05:00:00,31.86,-72.75,,
Gordon,1880-03-20T05:00:00,26,-79.12,,
SOLON,1880-03-20T05:00:00,27.35,-72.28,74.3,
Belgenlan,1880-03-20T07:00:00,40.85,-68.44,39.9,42.1
Indiana,1880-03-20T07:00:00,38.97,-71.53,45,55.9
Belgenlan,1880-03-20T09:00:00,40.74,-68.97,39.9,43
Indiana,1880-03-20T09:00:00,38.96,-71.04,46.9,55.9
HILTON,1880-03-20T09:00:00,31.81,-79.62,66.2,68.9
QVOS,1880-03-20T09:00:00,32.11,-72.77,,
SOLON,1880-03-20T09:00:00,27.63,-72.63,,
Belgenlan,1880-03-20T11:00:00,40.63,-69.49,39,42.1
Indiana,1880-03-20T11:00:00,38.96,-70.56,46.9,61
Belgenlan,1880-03-20T13:00:00,40.52,-70,39,41
Indiana,1880-03-20T13:00:00,38.95,-70.05,48,57.9
HILTON,1880-03-20T13:00:00,31.99,-79.65,61.7,68.4
QVOS,1880-03-20T13:00:00,32.37,-72.8,,69.8
SOLON,1880-03-20T13:00:00,27.92,-72.98,75.2,77.9
Belgenlan,1880-03-20T15:00:00,40.49,-70.5,39.9,43
Indiana,1880-03-20T15:00:00,38.94,-69.62,48.9,63
Belgenlan,1880-03-20T17:00:00,40.47,-70.98,43,43
Indiana,1880-03-20T17:00:00,38.93,-69.15,50,59
HILTON,1880-03-20T17:00:00,32.17,-79.67,64,68
QVOS,1880-03-20T17:00:00,32.63,-72.82,,
SOLON,1880-03-20T17:00:00,28.2,-73.32,77,
Belgenlan,1880-03-20T19:00:00,40.46,-71.49,50,44.1
Indiana,1880-03-20T19:00:00,38.93,-68.68,50,62.1
Belgenlan,1880-03-20T21:00:00,40.45,-71.99,50,48
Indiana,1880-03-20T21:00:00,38.92,-68.21,52,57
HILTON,1880-03-20T21:00:00,32.12,-79.86,62.6,68
QVOS,1880-03-20T21:00:00,32.81,-72.7,,
SOLON,1880-03-20T21:00:00,28.24,-73.73,72.5,
Belgenlan,1880-03-20T23:00:00,40.44,-72.49,50,46
Indiana,1880-03-20T23:00:00,38.91,-67.67,52,59
Belgenlan,1880-03-21T01:00:00,40.43,-73,46,43
Indiana,1880-03-21T01:00:00,38.9,-67.18,48,53.1
HILTON,1880-03-21T01:00:00,32.07,-80.06,62.6,63.7
QVOS,1880-03-21T01:00:00,33,-72.59,,66.2
SOLON,1880-03-21T01:00:00,28.28,-74.13,71.6,
Belgenlan,1880-03-21T03:00:00,40.42,-73.52,39.9,41
Indiana,1880-03-21T03:00:00,38.89,-66.67,46,59
Bolivia,1880-03-21T04:00:00,43.14,-59.46,,
Belgenlan,1880-03-21T05:00:00,40.4,-74.05,39,39.9
Indiana,1880-03-21T05:00:00,38.89,-66.17,46,60.1
HILTON,1880-03-21T05:00:00,32.02,-80.25,62.6,62.6
QVOS,1880-03-21T05:00:00,33.18,-72.47,,
SOLON,1880-03-21T05:00:00,28.32,-74.53,,
Indiana,1880-03-21T06:00:00,39.52,-65.99,46,66.9
Bolivia,1880-03-21T06:00:00,42.47,-59.57,,
Indiana,1880-03-21T08:00:00,39.54,-65.5,48,68
Bolivia,1880-03-21T08:00:00,42.55,-60.02,,
HILTON,1880-03-21T09:00:00,31.98,-80.44,61.7,62.6
QVOS,1880-03-21T09:00:00,33.36,-72.35,,
SOLON,1880-03-21T09:00:00,28.37,-74.94,,
Indiana,1880-03-21T10:00:00,39.56,-65,45,68
Bolivia,1880-03-21T10:00:00,42.57,-60.57,,
Gordon,1880-03-21T11:00:00,25.81,-79.3,,
Indiana,1880-03-21T12:00:00,39.59,-64.48,43,68
Bolivia,1880-03-21T12:00:00,42.76,-61.02,,
HILTON,1880-03-21T13:00:00,31.93,-80.64,61.7,65.3
QVOS,1880-03-21T13:00:00,33.55,-72.24,,66.2
Gordon,1880-03-21T13:00:00,25.63,-79.34,78.1,80.1
SOLON,1880-03-21T13:00:00,28.41,-75.35,72.5,77
Indiana,1880-03-21T14:00:00,39.61,-64.01,45,55
Bolivia,1880-03-21T14:00:00,42.96,-61.49,,
Gordon,1880-03-21T15:00:00,25.41,-79.33,78.1,80.1
Indiana,1880-03-21T16:00:00,39.63,-63.62,41,55
Bolivia,1880-03-21T16:00:00,43.17,-61.97,34,
HILTON,1880-03-21T17:00:00,31.88,-80.83,60.8,66.2
QVOS,1880-03-21T17:00:00,33.73,-72.12,,
Gordon,1880-03-21T17:00:00,25.18,-79.37,73.9,80.1
SOLON,1880-03-21T17:00:00,28.45,-75.75,71.6,
Indiana,1880-03-21T18:00:00,39.58,-63.12,39,55.9
Bolivia,1880-03-21T18:00:00,43.48,-62.29,,
Gordon,1880-03-21T19:00:00,25.03,-79.36,73,80.1
Indiana,1880-03-21T20:00:00,39.53,-62.63,39.9,54
Bolivia,1880-03-21T20:00:00,43.8,-62.62,,
HILTON,1880-03-21T21:00:00,32.44,-81.16,61.7,65.7
QVOS,1880-03-21T21:00:00,33.69,-72.35,,
Gordon,1880-03-21T21:00:00,24.87,-79.31,75.9,80.1
SOLON,1880-03-21T21:00:00,28.56,-76.07,70.7,77
Indiana,1880-03-21T22:00:00,39.48,-62.14,41,54
Bolivia,1880-03-21T22:00:00,44.12,-62.95,,
Gordon,1880-03-21T23:00:00,24.71,-79.42,77,80.1
Indiana,1880-03-22T00:00:00,39.43,-61.62,42.1,52
Bolivia,1880-03-22T00:00:00,44.43,-63.28,,
HILTON,1880-03-22T01:00:00,33,-81.5,59.9,64.4
QVOS,1880-03-22T01:00:00,33.65,-72.57,,66.2
Gordon,1880-03-22T01:00:00,24.56,-79.52,77,80.1
SOLON,1880-03-22T01:00:00,28.68,-76.38,69.8,
Indiana,1880-03-22T02:00:00,39.37,-61.06,39.9,48
Gordon,1880-03-22T03:00:00,24.37,-79.67,77,80.1
Indiana,1880-03-22T04:00:00,39.32,-60.51,41,55.9
QVOS,1880-03-22T05:00:00,33.61,-72.8,,
Gordon,1880-03-22T05:00:00,24.18,-79.82,77,80.1
SOLON,1880-03-22T05:00:00,28.79,-76.7,68.9,
Indiana,1880-03-22T06:00:00,40.47,-59.84,42.1,63
Gordon,1880-03-22T07:00:00,24.46,-79.97,75.9,80.1
Indiana,1880-03-22T08:00:00,40.45,-59.27,43,63
QVOS,1880-03-22T09:00:00,33.58,-73.02,,
Gordon,1880-03-22T09:00:00,24.35,-80.13,77,79
SOLON,1880-03-22T09:00:00,28.9,-77.02,,
Gordon,1880-03-22T11:00:00,24.23,-80.28,77,79
QVOS,1880-03-22T13:00:00,33.54,-73.25,,65.3
Gordon,1880-03-22T13:00:00,24.08,-80.43,78.1,80.1
SOLON,1880-03-22T13:00:00,29.02,-77.33,69.8,76.1
Gordon,1880-03-22T15:00:00,23.97,-80.59,78.1,81
QVOS,1880-03-22T17:00:00,33.5,-73.47,,
Gordon,1880-03-22T17:00:00,23.87,-80.75,79,82
SOLON,1880-03-22T17:00:00,29.13,-77.65,71.6,75.2
Gordon,1880-03-22T19:00:00,23.85,-80.78,80.1,82
QVOS,1880-03-22T21:00:00,33.7,-73.46,,
Gordon,1880-03-22T21:00:00,23.83,-80.81,79,82
SOLON,1880-03-22T21:00:00,29.28,-77.94,68,
Gordon,1880-03-22T23:00:00,23.79,-80.87,80.1,82
QVOS,1880-03-23T01:00:00,33.89,-73.45,,66.2
Gordon,1880-03-23T01:00:00,23.75,-80.93,78.1,80.1
SOLON,1880-03-23T01:00:00,29.43,-78.22,64.4,76.1
Gordon,1880-03-23T03:00:00,23.71,-80.99,78.1,80.1
QVOS,1880-03-23T05:00:00,34.09,-73.45,,
Gordon,1880-03-23T05:00:00,23.67,-81.05,78.1,80.1
SOLON,1880-03-23T05:00:00,29.58,-78.51,,75.2
Bolivia,1880-03-23T06:00:00,43.06,-65,34,
Gordon,1880-03-23T07:00:00,23.94,-80.65,78.1,80.1
Bolivia,1880-03-23T08:00:00,42.77,-65.34,35.1,
QVOS,1880-03-23T09:00:00,34.28,-73.44,,
Gordon,1880-03-23T09:00:00,23.93,-80.67,78.1,79
SOLON,1880-03-23T09:00:00,29.73,-78.8,,75.2
Bolivia,1880-03-23T10:00:00,42.48,-65.69,,
Gordon,1880-03-23T11:00:00,23.93,-80.67,78.1,79
Bolivia,1880-03-23T12:00:00,42.21,-66.08,35.1,
QVOS,1880-03-23T13:00:00,34.48,-73.43,,66.2
Gordon,1880-03-23T13:00:00,23.93,-80.67,81,80.1
SOLON,1880-03-23T13:00:00,29.88,-79.08,68.9,74.3
Bolivia,1880-03-23T14:00:00,41.94,-66.47,39,
Gordon,1880-03-23T15:00:00,23.93,-80.67,80.1,80.1
Bolivia,1880-03-23T16:00:00,41.67,-66.87,39.9,
QVOS,1880-03-23T17:00:00,34.67,-73.42,,
Gordon,1880-03-23T17:00:00,23.93,-80.67,82,80.1
SOLON,1880-03-23T17:00:00,30.03,-79.37,69.8,78.8
Bolivia,1880-03-23T18:00:00,41.48,-67.29,,
Gordon,1880-03-23T19:00:00,23.91,-80.69,81,82
Bolivia,1880-03-23T20:00:00,41.28,-67.7,41,
QVOS,1880-03-23T21:00:00,34.99,-73.44,,
Gordon,1880-03-23T21:00:00,23.86,-80.76,81,82
SOLON,1880-03-23T21:00:00,30.32,-79.39,69.8,79.2
Bolivia,1880-03-23T22:00:00,41.15,-68.19,,
Gordon,1880-03-23T23:00:00,23.78,-80.86,81,82
Bolivia,1880-03-24T00:00:00,40.91,-68.61,,
QVOS,1880-03-24T01:00:00,35.31,-73.47,,
Gordon,1880-03-24T01:00:00,23.67,-81.02,80.1,82
SOLON,1880-03-24T01:00:00,30.61,-79.42,68,79.7
Bolivia,1880-03-24T02:00:00,40.56,-68.89,,
Gordon,1880-03-24T03:00:00,23.58,-81.15,80.1,81
Bolivia,1880-03-24T04:00:00,40.21,-69.16,,
QVOS,1880-03-24T05:00:00,35.62,-73.5,,66.2
Gordon,1880-03-24T05:00:00,23.49,-81.28,80.1,81
SOLON,1880-03-24T05:00:00,30.91,-79.44,69.8,78.8
Gordon,1880-03-24T07:00:00,23.58,-80.91,79,81
QVOS,1880-03-24T09:00:00,35.94,-73.52,,
Gordon,1880-03-24T09:00:00,23.54,-80.95,78.1,80.1
SOLON,1880-03-24T09:00:00,31.2,-79.47,,
Gordon,1880-03-24T11:00:00,23.45,-81.03,78.1,80.1
QVOS,1880-03-24T13:00:00,36.26,-73.55,,57.2
Gordon,1880-03-24T13:00:00,23.41,-81.17,77,80.1
SOLON,1880-03-24T13:00:00,31.49,-79.5,68,78.8
Gordon,1880-03-24T15:00:00,23.36,-81.36,77,82
QVOS,1880-03-24T17:00:00,36.58,-73.57,,55.4
Gordon,1880-03-24T17:00:00,23.3,-81.57,78.1,81
SOLON,1880-03-24T17:00:00,31.78,-79.52,64.4,71.6
QVOS,1880-03-24T21:00:00,36.49,-73.38,,
SOLON,1880-03-24T21:00:00,31.98,-79.85,62.6,
QVOS,1880-03-25T01:00:00,36.39,-73.18,,62.6
SOLON,1880-03-25T01:00:00,32.19,-80.18,61.7,67.1
QVOS,1880-03-25T05:00:00,36.3,-72.99,,
SOLON,1880-03-25T05:00:00,32.39,-80.51,60.8,65.3
QVOS,1880-03-25T09:00:00,36.21,-72.79,,
SOLON,1880-03-25T09:00:00,32.59,-80.84,55.4,
QVOS,1880-03-25T13:00:00,36.11,-72.6,,68
SOLON,1880-03-25T13:00:00,32.8,-81.17,,
QVOS,1880-03-25T17:00:00,36.02,-72.4,,
SOLON,1880-03-25T17:00:00,33,-81.5,,
QVOS,1880-03-25T21:00:00,35.95,-72.54,,
QVOS,1880-03-26T01:00:00,35.88,-72.68,,68
QVOS,1880-03-26T05:00:00,35.81,-72.83,,
QVOS,1880-03-26T09:00:00,35.74,-72.97,,
QVOS,1880-03-26T13:00:00,35.67,-73.11,,67.1
QVOS,1880-03-26T17:00:00,35.6,-73.25,,
QVOS,1880-03-26T21:00:00,35.83,-73.39,,
QVOS,1880-03-27T01:00:00,36.06,-73.54,,68
QVOS,1880-03-27T05:00:00,36.28,-73.68,,
QVOS,1880-03-27T09:00:00,36.51,-73.83,,
QVOS,1880-03-27T13:00:00,36.74,-73.98,,55.4
QVOS,1880-03-27T17:00:00,36.97,-74.12,,
QVOS,1880-03-27T21:00:00,37.17,-74.2,,
QVOS,1880-03-28T01:00:00,37.37,-74.27,,50
QVOS,1880-03-28T05:00:00,37.58,-74.35,,
QVOS,1880-03-28T09:00:00,37.78,-74.43,,
QVOS,1880-03-28T13:00:00,37.98,-74.5,,46.4
QVOS,1880-03-28T17:00:00,38.18,-74.58,,
QVOS,1880-03-28T21:00:00,38.17,-74.57,,
QVOS,1880-03-29T01:00:00,38.16,-74.55,,42.8
QVOS,1880-03-29T05:00:00,38.15,-74.54,,
Belgenlan,1880-03-29T06:00:00,40.49,-69.54,39,41
Bolivia,1880-03-29T06:00:00,40.25,-69.37,,
Pennsylva,1880-03-29T07:00:00,38.64,-73.71,39.9,41
Belgenlan,1880-03-29T08:00:00,40.47,-69.04,39.9,42.1
Bolivia,1880-03-29T08:00:00,40.26,-68.84,,
Pennsylva,1880-03-29T09:00:00,38.73,-73.27,39,42.1
QVOS,1880-03-29T09:00:00,38.14,-74.53,,
Belgenlan,1880-03-29T10:00:00,40.44,-68.54,37.9,39.9
Bolivia,1880-03-29T10:00:00,40.31,-68.32,,
Pennsylva,1880-03-29T11:00:00,38.81,-72.86,39,42.1
Belgenlan,1880-03-29T12:00:00,40.42,-68.04,39,42.1
Bolivia,1880-03-29T12:00:00,40.37,-67.82,,
Pennsylva,1880-03-29T13:00:00,38.88,-72.44,39,42.1
QVOS,1880-03-29T13:00:00,38.13,-74.51,,44.6
Belgenlan,1880-03-29T14:00:00,40.39,-67.54,39.9,43
Bolivia,1880-03-29T14:00:00,40.42,-67.34,,
Pennsylva,1880-03-29T15:00:00,38.96,-72.04,41,41
Belgenlan,1880-03-29T16:00:00,40.37,-67.03,41,44.1
Illinois,1880-03-29T16:00:00,42.7,-59.42,35.1,51.1
Bolivia,1880-03-29T16:00:00,40.47,-66.85,,
Pennsylva,1880-03-29T17:00:00,39,-71.68,42.1,41
QVOS,1880-03-29T17:00:00,38.12,-74.5,,
Belgenlan,1880-03-29T18:00:00,40.34,-66.53,37,41
Illinois,1880-03-29T18:00:00,42.64,-60,34,53.1
Bolivia,1880-03-29T18:00:00,40.52,-66.37,,
Pennsylva,1880-03-29T19:00:00,39.04,-71.33,41,50
Belgenlan,1880-03-29T20:00:00,40.32,-66.03,37,39.9
Illinois,1880-03-29T20:00:00,42.59,-60.6,34,42.1
Bolivia,1880-03-29T20:00:00,40.57,-65.89,,
Pennsylva,1880-03-29T21:00:00,39.08,-70.94,41,50
QVOS,1880-03-29T21:00:00,38.01,-74.52,,
Belgenlan,1880-03-29T22:00:00,40.29,-65.53,37.9,42.1
Illinois,1880-03-29T22:00:00,42.53,-61.18,34,42.1
Bolivia,1880-03-29T22:00:00,40.61,-65.44,,
Pennsylva,1880-03-29T23:00:00,39.09,-70.56,39.9,55
Belgenlan,1880-03-30T00:00:00,40.27,-65.01,37.9,43
Illinois,1880-03-30T00:00:00,42.44,-61.76,33.1,39
Bolivia,1880-03-30T00:00:00,40.66,-65,,
Pennsylva,1880-03-30T01:00:00,39.08,-70.13,39.9,55
QVOS,1880-03-30T01:00:00,37.9,-74.54,,44.6
Belgenlan,1880-03-30T02:00:00,40.24,-64.55,41,52
Illinois,1880-03-30T02:00:00,42.34,-62.35,32,37
Bolivia,1880-03-30T02:00:00,40.7,-64.57,,
Pennsylva,1880-03-30T03:00:00,39.06,-69.72,35.1,55
Belgenlan,1880-03-30T04:00:00,40.22,-64.12,42.1,52
Illinois,1880-03-30T04:00:00,42.24,-62.94,34,44.1
Bolivia,1880-03-30T04:00:00,40.75,-64.14,,
Pennsylva,1880-03-30T05:00:00,39.04,-69.33,36,52
QVOS,1880-03-30T05:00:00,37.8,-74.56,,
Pennsylva,1880-03-30T06:00:00,38.96,-68.52,37,52
Belgenlan,1880-03-30T06:00:00,40.34,-64.14,43,54
Illinois,1880-03-30T06:00:00,42.14,-63.74,34,44.1
Bolivia,1880-03-30T06:00:00,40.42,-62.65,,
Rainbow,1880-03-30T07:00:00,39.58,-73.1,42.1,48
Pennsylva,1880-03-30T08:00:00,38.97,-68.11,37,52
Belgenlan,1880-03-30T08:00:00,40.34,-63.77,44.1,55.9
Illinois,1880-03-30T08:00:00,41.99,-64.3,36,42.1
Bolivia,1880-03-30T08:00:00,40.49,-62.22,,
Rainbow,1880-03-30T09:00:00,39.53,-72.87,42.1,48
QVOS,1880-03-30T09:00:00,37.69,-74.58,,
Pennsylva,1880-03-30T10:00:00,38.97,-67.73,37.9,50
Belgenlan,1880-03-30T10:00:00,40.34,-63.42,46,55
Illinois,1880-03-30T10:00:00,41.81,-64.85,34,39.9
Bolivia,1880-03-30T10:00:00,40.56,-61.79,,
Rainbow,1880-03-30T11:00:00,39.49,-72.64,42.1,48
Pennsylva,1880-03-30T12:00:00,38.97,-67.41,37.9,50
Belgenlan,1880-03-30T12:00:00,40.34,-63.11,48,55
Illinois,1880-03-30T12:00:00,41.63,-65.42,34,39.9
Bolivia,1880-03-30T12:00:00,40.63,-61.43,,
Rainbow,1880-03-30T13:00:00,39.41,-72.43,42.1,48
QVOS,1880-03-30T13:00:00,37.58,-74.6,,44.6
Pennsylva,1880-03-30T14:00:00,39.14,-67.32,39,51.1
Belgenlan,1880-03-30T14:00:00,40.33,-62.81,50,55.9
Illinois,1880-03-30T14:00:00,41.45,-65.99,32,39.9
Bolivia,1880-03-30T14:00:00,40.68,-61.13,39,
Rainbow,1880-03-30T15:00:00,39.33,-72.21,42.1,48
Pennsylva,1880-03-30T16:00:00,39.28,-67.25,39,51.1
Belgenlan,1880-03-30T16:00:00,40.33,-62.5,50,55.9
Illinois,1880-03-30T16:00:00,41.27,-66.57,32,51.1
Bolivia,1880-03-30T16:00:00,40.73,-60.78,,
Rainbow,1880-03-30T17:00:00,39.25,-72,42.1,52
QVOS,1880-03-30T17:00:00,37.47,-74.62,,
Pennsylva,1880-03-30T18:00:00,39.46,-67.21,37.9,51.1
Belgenlan,1880-03-30T18:00:00,40.33,-62.13,53.1,52
Illinois,1880-03-30T18:00:00,41.06,-67.15,33.1,37
Bolivia,1880-03-30T18:00:00,40.79,-60.46,,
Rainbow,1880-03-30T19:00:00,39.17,-71.79,43,59
Pennsylva,1880-03-30T20:00:00,39.46,-66.99,37,51.1
Belgenlan,1880-03-30T20:00:00,40.33,-61.73,54,52
Illinois,1880-03-30T20:00:00,40.9,-67.73,33.1,37.9
Bolivia,1880-03-30T20:00:00,40.82,-60.11,,
Rainbow,1880-03-30T21:00:00,39.09,-71.57,45,60.1
QVOS,1880-03-30T21:00:00,37.41,-74.53,,
Pennsylva,1880-03-30T22:00:00,39.51,-66.95,36,51.1
Belgenlan,1880-03-30T22:00:00,40.33,-61.3,54,52
Illinois,1880-03-30T22:00:00,40.74,-68.31,34,39.9
Bolivia,1880-03-30T22:00:00,40.85,-59.81,,
Rainbow,1880-03-30T23:00:00,39.01,-71.36,46,59
Pennsylva,1880-03-31T00:00:00,39.79,-66.71,37.9,55
Belgenlan,1880-03-31T00:00:00,40.32,-60.84,57.9,59
Illinois,1880-03-31T00:00:00,40.59,-68.88,34,39
Bolivia,1880-03-31T00:00:00,40.88,-59.46,,
Rainbow,1880-03-31T01:00:00,38.93,-71.15,46,57.9
QVOS,1880-03-31T01:00:00,37.36,-74.44,,
Pennsylva,1880-03-31T02:00:00,39.8,-66.39,,57
Belgenlan,1880-03-31T02:00:00,40.32,-60.42,57.9,59
Illinois,1880-03-31T02:00:00,40.44,-69.47,36,46
Bolivia,1880-03-31T02:00:00,40.91,-59.11,48.9,
Rainbow,1880-03-31T03:00:00,38.85,-70.93,46,57.9
Pennsylva,1880-03-31T04:00:00,39.8,-65.99,37,55.9
Belgenlan,1880-03-31T04:00:00,40.32,-59.96,54,59
Illinois,1880-03-31T04:00:00,40.29,-70.08,37.9,39.9
Rainbow,1880-03-31T05:00:00,38.77,-70.72,46,57.9
QVOS,1880-03-31T05:00:00,37.3,-74.35,,
Pennsylva,1880-03-31T06:00:00,39.61,-66.27,37.9,55
Belgenlan,1880-03-31T06:00:00,40.99,-59.72,60.1,61
Bolivia,1880-03-31T06:00:00,41.37,-61.32,,
Rainbow,1880-03-31T07:00:00,38.46,-70.69,46,57.9
Illinois,1880-03-31T07:00:00,39.85,-71.32,39.9,39.9
Pennsylva,1880-03-31T08:00:00,39.72,-66.19,37.9,55.9
Belgenlan,1880-03-31T08:00:00,41.01,-59.26,60.1,64
Bolivia,1880-03-31T08:00:00,41.43,-60.88,,
Rainbow,1880-03-31T09:00:00,38.39,-70.47,46,57.9
Illinois,1880-03-31T09:00:00,39.74,-71.88,39.9,52
QVOS,1880-03-31T09:00:00,37.24,-74.25,,
Pennsylva,1880-03-31T10:00:00,39.85,-66.09,39,50
Bolivia,1880-03-31T10:00:00,41.48,-60.44,55.9,
Rainbow,1880-03-31T11:00:00,38.31,-70.24,46,57
Illinois,1880-03-31T11:00:00,39.62,-72.44,39,48
Pennsylva,1880-03-31T12:00:00,39.86,-65.78,39.9,51.1
Bolivia,1880-03-31T12:00:00,41.54,-59.96,,
Rainbow,1880-03-31T13:00:00,38.26,-69.99,46.9,57
Illinois,1880-03-31T13:00:00,39.49,-72.97,39,46
QVOS,1880-03-31T13:00:00,37.19,-74.16,,
Pennsylva,1880-03-31T14:00:00,39.88,-65.31,37.9,52
Bolivia,1880-03-31T14:00:00,41.6,-59.45,55,
Rainbow,1880-03-31T15:00:00,38.21,-69.75,46.9,57.9
Illinois,1880-03-31T15:00:00,39.31,-73.52,39.9,42.1
Pennsylva,1880-03-31T16:00:00,39.9,-64.85,41,54
Rainbow,1880-03-31T17:00:00,38.17,-69.5,46.9,60.1
Illinois,1880-03-31T17:00:00,39.12,-74.03,39.9,42.1
QVOS,1880-03-31T17:00:00,37.13,-74.07,,
Pennsylva,1880-03-31T18:00:00,39.92,-64.33,43,53.1
Rainbow,1880-03-31T19:00:00,38.16,-69.25,48.9,62.1
Illinois,1880-03-31T19:00:00,38.79,-74.44,48,44.1
Pennsylva,1880-03-31T20:00:00,39.94,-63.81,43,54
Rainbow,1880-03-31T21:00:00,38.15,-68.99,50,62.1
Illinois,1880-03-31T21:00:00,38.71,-74.99,48,
QVOS,1880-03-31T21:00:00,37.2,-74.05,,
Pennsylva,1880-03-31T22:00:00,39.96,-63.5,42.1,53.1
Rainbow,1880-03-31T23:00:00,38.11,-68.74,48.9,64
Pennsylva,1880-04-01T00:00:00,39.98,-62.98,42.1,51.1
1360136,1880-04-01T00:00:00,39.9,-62.98,43.7,55.4
Rainbow,1880-04-01T01:00:00,38.06,-68.5,51.1,64
QVOS,1880-04-01T01:00:00,37.26,-74.02,,50
Pennsylva,1880-04-01T02:00:00,40,-62.43,41,48
Rainbow,1880-04-01T03:00:00,38.01,-68.25,51.1,64
Pennsylva,1880-04-01T04:00:00,40.02,-61.86,41,46
1360137,1880-04-01T04:00:00,40.08,-62,41.9,51.8
Rainbow,1880-04-01T05:00:00,37.97,-68,51.1,64
QVOS,1880-04-01T05:00:00,37.33,-74,,
Pennsylva,1880-04-01T06:00:00,40.41,-61.34,42.1,48
Rainbow,1880-04-01T06:00:00,36.99,-68.23,51.1,64.9
Pennsylva,1880-04-01T08:00:00,40.48,-60.77,43,60.1
Rainbow,1880-04-01T08:00:00,36.95,-67.99,51.1,64.9
1360138,1880-04-01T08:00:00,40.27,-61.03,42.8,60.8
QVOS,1880-04-01T09:00:00,37.39,-73.98,,
Pennsylva,1880-04-01T10:00:00,40.54,-60.21,,60.1
Rainbow,1880-04-01T10:00:00,36.9,-67.74,52,68
Pennsylva,1880-04-01T12:00:00,40.6,-59.64,46.9,57
Rainbow,1880-04-01T12:00:00,36.86,-67.5,53.1,68
1360139,1880-04-01T12:00:00,40.45,-60.1,42.8,60.8
QVOS,1880-04-01T13:00:00,37.46,-73.95,,
Pennsylva,1880-04-01T14:00:00,40.62,-59.07,55.9,60.1
Rainbow,1880-04-01T14:00:00,36.85,-67.25,55.9,68
Rainbow,1880-04-01T16:00:00,36.85,-67,53.1,68
1360140,1880-04-01T16:00:00,40.63,-59.1,44.6,61.7
QVOS,1880-04-01T17:00:00,37.52,-73.93,,
Rainbow,1880-04-01T18:00:00,36.84,-66.73,53.1,70
Rainbow,1880-04-01T20:00:00,36.82,-66.46,55.9,70
QVOS,1880-04-01T21:00:00,37.76,-74.04,,
Rainbow,1880-04-01T22:00:00,36.79,-66.19,55,70
Rainbow,1880-04-02T00:00:00,36.77,-65.92,55.9,70
QVOS,1880-04-02T01:00:00,38,-74.16,,
Rainbow,1880-04-02T02:00:00,36.74,-65.65,55,70
Rainbow,1880-04-02T04:00:00,36.71,-65.39,55,70
QVOS,1880-04-02T05:00:00,38.24,-74.27,,
Rainbow,1880-04-02T06:00:00,36.35,-64.94,55,70
Rainbow,1880-04-02T08:00:00,36.33,-64.67,54,70
QVOS,1880-04-02T09:00:00,38.48,-74.38,,
Rainbow,1880-04-02T10:00:00,36.31,-64.4,54,68
Rainbow,1880-04-02T12:00:00,36.29,-64.14,55,66.9
QVOS,1880-04-02T13:00:00,38.72,-74.49,,
Rainbow,1880-04-02T14:00:00,36.27,-63.87,57,70
